filename,true_id,pred_top1,hit_top1,preds_top5,hit_top5,distance_top1,name,size,proof,abv,spirit_type,brand_id,popularity,avg_msrp,fair_price,shelf_price,total_score,wishlist_count,vote_count,bar_count,ranking
5208.jpg,5208,5208,True,"[5208, 2034, 147, 4662, 11035]",True,0.0,Ancient Age,750,80.0,40.0,Bourbon,93.0,100.0,11.89,14.3,15.24,783,75,190,518,478
3651.jpg,3651,3651,True,"[3651, 2331, 40819, 2311, 803]",True,0.0,Eagle Rare 10 Year,1750,90.0,45.0,Bourbon,542.0,100059.0,60.75,124.03,79.95,4605,534,1413,2658,82
1046.jpg,1046,1046,True,"[1046, 17221, 4709, 3088, 18440]",True,0.0,Double Eagle Very Rare,750,90.0,45.0,Bourbon,542.0,1996.0,1944.94,3048.26,12138.3,3864,1476,2324,64,96
3123.jpg,3123,3123,True,"[3123, 4662, 4083, 17630, 1580]",True,0.0,Jameson Irish Whiskey Triple Distilled,750,80.0,40.0,Irish Whiskey,214.0,1996.0,28.69,33.53,37.24,1970,190,578,1202,196
18440.jpg,18440,18440,True,"[18440, 20789, 18185, 2753, 18184]",True,0.0,Heaven’s Door Decade Series 10 Year Release 1,750,100.0,50.0,Bourbon,299.0,200.0,99.0,98.96,98.85,995,55,267,673,393
16486.jpg,16486,16486,True,"[16486, 17264, 46254, 966, 18508]",True,0.0,New Riff Bourbon Single Barrel Barrel Proof,750,110.0,55.0,Bourbon,254.0,200.0,55.14,67.62,61.66,1260,118,265,877,305
21216.jpg,21216,21216,True,"[21216, 3775, 4589, 17925, 803]",True,0.0,Basil Hayden's 10 Year Bourbon,750,80.0,40.0,Bourbon,330.0,,52.48,109.66,77.49,791,38,184,569,474
263.jpg,263,263,True,"[263, 2769, 4662, 803, 1074]",True,0.0,Old Forester 1920 Prohibition Style,750,115.0,57.5,Bourbon,152.0,100076.0,59.33,72.85,67.99,11816,1919,3016,6881,22
4857.jpg,4857,4857,True,"[4857, 2019, 786, 4952, 4792]",True,0.0,Bernheim Original Kentucky Straight Wheat Whiskey,750,90.0,45.0,Whiskey,916.0,1700.0,29.9,38.72,40.32,1047,120,275,652,372
32083.jpg,32083,32083,True,"[32083, 18070, 16161, 4709, 18778]",True,0.0,Blood Oath Pact No. 10,750,,49.3,Bourbon,849.0,100046.0,129.99,211.55,196.32,1018,114,197,707,388
1522.jpg,1522,1522,True,"[1522, 1297, 1821, 3518, 33209]",True,0.0,Russell's Reserve 10 Year,750,,45.0,Bourbon,191.0,100122.0,45.99,56.99,48.74,12391,1368,3192,7831,21
46500.png,46500,46500,True,"[46500, 3655, 1130, 18718, 3755]",True,0.0,Angel’s Envy Triple Oak,750,92.0,46.0,Bourbon,96.0,100048.0,75.0,90.39,71.98,1074,106,251,717,362
1286.jpg,1286,1286,True,"[1286, 20824, 16502, 12902, 19503]",True,0.0,Shenk's Homestead Sour Mash Whiskey 2022 Release,750,91.0,45.5,Whiskey,3854.0,200.0,99.97,121.62,186.56,957,123,331,503,415
12408.jpg,12408,12408,True,"[12408, 1800, 2476, 19529, 17164]",True,0.0,Don Julio 1942,750,,40.0,Tequila,1592.0,200.0,142.46,190.43,175.96,944,96,292,556,425
40819.jpg,40819,40819,True,"[40819, 4589, 50056, 1586, 18104]",True,0.0,Eagle Rare,750,90.0,45.0,Bourbon,542.0,100104.0,42.99,70.06,69.78,1115,149,219,747,343
13266.jpg,13266,13266,True,"[13266, 2769, 33209, 993, 263]",True,0.0,Heaven Hill Bottled In Bond 7 Year,750,,50.0,Bourbon,430.0,100144.0,47.74,62.34,84.99,18850,1948,5366,11536,12
2214.jpg,2214,2214,True,"[2214, 4427, 2769, 859, 1948]",True,0.0,Old Forester 1910 Old Fine Whiskey,750,93.0,46.5,Bourbon,152.0,100059.0,53.62,67.48,53.19,7673,1167,1833,4673,39
1641.jpg,1641,1641,True,"[1641, 1816, 17126, 4588, 17158]",True,0.0,Wild Turkey Kentucky Spirit Single Barrel,750,101.0,50.5,Bourbon,191.0,100055.0,57.2,92.34,68.93,4878,515,1089,3274,74
4739.jpg,4739,4739,True,"[4739, 5120, 21257, 4575, 4662]",True,0.0,Colonel E.H. Taylor Barrel Proof - Batch 6,750,128.1,64.05,Bourbon,210.0,1800.0,70.78,366.21,422.99,6594,2977,2146,1471,54
1133.jpg,1133,1133,True,"[1133, 17356, 18440, 2753, 17328]",True,0.0,Uncle Nearest 1856,750,100.0,50.0,Whiskey,567.0,1996.0,55.88,88.5,64.29,2633,384,848,1401,148
18521.jpg,18521,18521,True,"[18521, 3365, 3040, 17358, 18440]",True,0.0,Frank August Small Batch Bourbon,750,100.0,50.0,Bourbon,3794.0,200.0,68.99,95.06,77.16,986,113,247,626,398
15987.jpg,15987,15987,True,"[15987, 263, 4662, 3152, 18235]",True,0.0,Alberta Premium Cask Strength,750,132.0,66.0,Rye,2824.0,1980.0,72.45,83.16,78.7,1252,196,457,599,306
20519.jpg,20519,20519,True,"[20519, 19147, 17358, 46347, 4838]",True,0.0,Jack Daniel’s Twice Barreled Tennessee Rye 2023 Special Release,750,100.0,50.0,Rye,231.0,,69.97,133.85,325.49,826,52,313,461,461
5194.jpg,5194,5194,True,"[5194, 4476, 4576, 3317, 17328]",True,0.0,Michter's US1 Kentucky Straight Rye,750,84.8,42.4,Rye,405.0,200.0,43.01,70.36,54.99,3470,294,663,2513,109
17389.jpg,17389,17389,True,"[17389, 17221, 17068, 3860, 18185]",True,0.0,Redwood Empire Rocket Top BIB Rye,750,100.0,50.0,Rye,445.0,200.0,69.99,84.93,87.15,825,133,202,490,462
841.jpg,841,841,True,"[841, 17176, 19466, 4593, 1217]",True,0.0,Peerless Bourbon Small Batch,750,107.0,53.5,Bourbon,163.0,100027.0,72.99,99.58,80.29,1858,189,433,1236,213
6462.jpg,6462,6462,True,"[6462, 15946, 17021, 34488, 53003]",True,0.0,Hendrick's Gin,750,88.0,44.0,Gins,1074.0,1996.0,37.97,40.56,39.13,884,116,310,458,441
3518.jpg,3518,3518,True,"[3518, 1821, 1297, 1522, 33209]",True,0.0,Russell's Reserve Single Barrel Rye,750,104.0,52.0,Rye,496.0,200.0,64.66,78.84,70.82,1090,132,251,707,356
5155.jpg,5155,5155,True,"[5155, 1074, 2769, 3249, 263]",True,0.0,Rittenhouse Rye,750,100.0,50.0,Rye,858.0,200.0,24.95,34.88,27.59,1095,92,267,736,352
670.jpg,670,670,True,"[670, 17040, 2019, 15345, 15984]",True,0.0,Coopers' Craft Barrel Reserve,750,100.0,50.0,Bourbon,2494.0,100045.0,32.22,44.66,40.03,2219,433,246,1540,171
5196.jpg,5196,5196,True,"[5196, 1702, 2147, 11035, 3793]",True,0.0,High West Bourye,750,92.0,46.0,Whiskey,350.0,80.0,80.58,86.76,85.66,1095,218,303,574,352
3281.jpg,3281,3281,True,"[3281, 17248, 17246, 17319, 17247]",True,0.0,Benchmark No. 8,750,80.0,40.0,Bourbon,3330.0,100.0,11.13,12.66,11.65,1279,81,333,865,301
18084.jpg,18084,18084,True,"[18084, 17213, 2685, 966, 15987]",True,0.0,Blue Run 13 Year Old,750,95.0,47.5,Bourbon,2820.0,200.0,88.31,212.62,319.49,1354,97,354,903,292
15985.jpg,15985,15985,True,"[15985, 3956, 3838, 269, 184]",True,0.0,George Dickel 15 Year Single Barrel,750,105.0,52.5,Whiskey,486.0,1996.0,59.97,97.54,100.4,3114,441,1150,1523,126
48300.jpg,48300,48300,True,"[48300, 144, 20691, 13089, 17378]",True,0.0,Elijah Craig Barrel Proof C924,750,129.0,64.5,Bourbon,2.0,100051.0,75.0,94.76,76.99,1107,116,186,805,347
1643.jpg,1643,1643,True,"[1643, 3819, 2879, 14150, 3574]",True,0.0,1792 Small Batch,750,93.7,46.85,Bourbon,42.0,100056.0,30.3,45.11,33.22,9413,950,2550,5913,29
3040.jpg,3040,3040,True,"[3040, 44955, 18440, 2019, 15345]",True,0.0,Suntory Toki Japanese Whiskey,750,86.0,43.0,Japanese Whisky,855.0,200.0,35.36,53.67,38.56,1169,145,75,949,328
17176.jpg,17176,17176,True,"[17176, 19466, 13584, 841, 19151]",True,0.0,Peerless Double Oak Bourbon,750,109.0,54.5,Bourbon,163.0,100057.0,88.97,120.88,148.49,3406,679,813,1914,116
15946.jpg,15946,15946,True,"[15946, 2831, 966, 4905, 17611]",True,0.0,Smoke Wagon Uncut Unfiltered Bourbon,750,116.0,58.0,Bourbon,2808.0,100029.0,64.99,107.24,147.89,9863,1450,2947,5466,26
3097.jpg,3097,3097,True,"[3097, 4952, 4857, 48300, 17309]",True,0.0,Elijah Craig 23 Year Single Barrel,750,90.0,45.0,Bourbon,2.0,1700.0,199.98,476.63,1304.99,930,665,220,45,427
466.jpg,466,466,True,"[466, 4450, 2256, 620, 18002]",True,0.0,Buffalo Trace,750,90.0,45.0,Bourbon,245.0,100447.0,26.99,41.82,36.96,49610,3403,12293,33914,4
12152.jpg,12152,12152,True,"[12152, 12112, 3317, 13347, 5194]",True,0.0,Fortaleza Reposado Tequila,750,80.0,40.0,,,,57.95,110.2,62.58,761,107,177,477,497
20692.jpg,20692,20692,True,"[20692, 495, 19851, 21024, 21319]",True,0.0,Maker's Mark Cellar Aged 2023 Release,750,115.0,57.5,Bourbon,333.0,,159.98,225.15,458.16,952,263,332,357,420
16485.jpg,16485,16485,True,"[16485, 13347, 4709, 4789, 46347]",True,0.0,Lux Row Limited Edition Whiskey 12 Year,750,118.0,59.0,Whiskey,10099.0,1980.0,149.99,237.28,499.16,1073,245,405,423,363
17214.jpg,17214,17214,True,"[17214, 21106, 1355, 16502, 15967]",True,0.0,Horse Soldier Small Batch,750,95.0,47.5,Bourbon,3188.0,800.0,71.73,76.79,74.56,1132,161,271,700,334
2028.jpg,2028,2028,True,"[2028, 19151, 21024, 13584, 4762]",True,0.0,Jack Daniel's Single Barrel Eric Church,750,94.0,47.0,Whiskey,231.0,1800.0,54.97,133.4,329.82,1046,286,350,410,373
16693.jpg,16693,16693,True,"[16693, 4622, 859, 2969, 17040]",True,0.0,Hibiki Japanese Harmony,750,,43.0,Blended Whisky,484.0,600.0,87.47,112.22,92.0,1558,183,406,969,261
18872.jpg,18872,18872,True,"[18872, 46278, 3213, 4708, 14242]",True,0.0,Old Forester Birthday Bourbon 2022,750,96.0,48.0,Bourbon,152.0,200.0,149.99,403.53,1046.42,844,273,289,282,455
2969.jpg,2969,2969,True,"[2969, 4631, 1636, 2803, 873]",True,0.0,Old Ezra 7 Year Barrel Strength,750,117.0,58.5,Bourbon,850.0,1700.0,49.24,106.38,78.99,3986,533,1200,2253,94
16679.jpg,16679,16679,True,"[16679, 16680, 19529, 17068, 3838]",True,0.0,Heaven Hill Old Style Bourbon 6 Year,750,90.0,45.0,Bourbon,430.0,1960.0,12.99,44.67,39.99,1099,231,350,518,349
16484.jpg,16484,16484,True,"[16484, 18235, 4742, 3775, 3838]",True,0.0,Calumet Farm 15 Year Single Rack Black,750,105.0,52.5,Bourbon,769.0,1960.0,129.98,158.66,149.99,3176,580,829,1767,124
3860.jpg,3860,3860,True,"[3860, 17064, 18185, 18184, 17318]",True,0.0,Jack Daniel's,750,80.0,40.0,Whiskey,231.0,100039.0,24.21,35.04,27.29,2658,196,1005,1457,145
1736.jpg,1736,1736,True,"[1736, 2019, 786, 4496, 1786]",True,0.0,Bulleit Bourbon Barrel Strength,750,119.4,59.7,Bourbon,415.0,200.0,50.14,67.32,54.03,2030,223,262,1545,185
15947.jpg,15947,15947,True,"[15947, 4476, 3838, 7140, 4742]",True,0.0,Smoke Wagon Small Batch Bourbon,750,,50.0,Bourbon,2808.0,1800.0,45.99,76.79,62.78,5648,862,1449,3337,65
17177.jpg,17177,17177,True,"[17177, 13955, 18440, 3000, 4709]",True,0.0,Wilderness Trail Small Batch Bourbon,750,,50.0,Bourbon,521.0,200.0,62.99,84.41,63.33,1409,144,358,907,283
1130.jpg,1130,1130,True,"[1130, 18718, 4373, 678, 2879]",True,0.0,WhistlePig 10 Year Straight Rye,750,100.0,50.0,Rye,3549.0,200.0,82.45,96.44,95.97,1065,115,295,655,367
17611.jpg,17611,17611,True,"[17611, 18042, 17802, 987, 4631]",True,0.0,Widow Jane The Vaults 15 Year,750,99.0,49.5,Bourbon,295.0,1800.0,224.98,294.52,258.16,1000,379,260,361,390
15984.jpg,15984,15984,True,"[15984, 3775, 5155, 21216, 4427]",True,0.0,Old Forester 150th Anniversary,750,127.0,63.5,Bourbon,152.0,1998.0,150.0,270.36,512.47,2230,1020,904,306,170
2363.jpg,2363,2363,True,"[2363, 17156, 17068, 3617, 1282]",True,0.0,W.B. Saffell,375,,53.5,Bourbon,191.0,,49.97,59.47,58.14,1059,82,279,698,369
34209.jpg,34209,34209,True,"[34209, 4245, 17547, 18228, 20783]",True,0.0,Larceny Barrel Proof - Batch B524,750,125.4,62.7,Bourbon,587.0,100032.0,59.95,89.4,62.46,830,73,137,620,460
13891.jpg,13891,13891,True,"[13891, 2019, 786, 858, 17611]",True,0.0,Blue Spot 7 Year Batch 3,700,,58.9,Whisky,8935.0,1800.0,109.99,152.28,304.49,962,178,355,429,413
4510.jpg,4510,4510,True,"[4510, 4496, 3088, 19151, 17611]",True,0.0,Jefferson's Kentucky Straight Bourbon Whiskey Very Small Batch,750,82.0,41.0,Bourbon,232.0,200.0,34.47,56.61,36.37,1075,58,284,733,361
18708.jpg,18708,18708,True,"[18708, 3793, 803, 2311, 38465]",True,0.0,High West Midwinter Nights Dram Act 10 Scene 1: The Encore,750,99.0,49.5,Rye,350.0,200.0,150.0,155.83,173.32,1052,107,374,571,370
2159.jpg,2159,2159,True,"[2159, 3142, 2214, 893, 363]",True,0.0,Old Forester 100,750,100.0,50.0,Bourbon,152.0,200.0,23.59,37.51,24.99,2017,221,487,1309,186
18042.jpg,18042,18042,True,"[18042, 17802, 48400, 21106, 2993]",True,0.0,Stagg Jr. - Batch #16,750,131.0,65.5,Bourbon,3640.0,200.0,53.3,139.68,367.16,781,67,237,477,481
18718.jpg,18718,18718,True,"[18718, 2581, 2019, 18440, 17040]",True,0.0,WhistlePig 6 Year Piggyback Bourbon,750,100.0,50.0,Bourbon,3549.0,200.0,49.97,77.54,52.82,1352,82,318,952,293
4299.jpg,4299,4299,True,"[4299, 46347, 17358, 4762, 5131]",True,0.0,Jack Daniel's Single Barrel Select,750,94.0,47.0,Whiskey,231.0,100044.0,48.14,76.97,59.42,3965,290,932,2743,95
477.jpg,477,477,True,"[477, 2192, 2594, 4631, 3959]",True,0.0,George T. Stagg 2009 Release,750,141.4,70.7,Bourbon,352.0,1900.0,99.98,843.74,974.99,6424,3283,2363,778,57
3086.jpg,3086,3086,True,"[3086, 355, 18138, 21010, 15345]",True,0.0,Baker's 13 Year Single Barrel,750,,53.5,Bourbon,288.0,100037.0,100.0,209.73,292.32,1443,391,386,666,277
2549.jpg,2549,2549,True,"[2549, 3265, 435, 2419, 19503]",True,0.0,Crown Royal Peach,750,70.0,35.0,Canadian Whisky,182.0,100027.0,29.61,45.5,39.99,2477,115,516,1846,156
4662.jpg,4662,4662,True,"[4662, 5208, 263, 2034, 3123]",True,0.0,Henry McKenna 10 Year,750,,50.0,Bourbon,777.0,100145.0,60.49,75.24,79.99,20707,1832,5826,13049,9
3694.jpg,3694,3694,True,"[3694, 3562, 1800, 3775, 803]",True,0.0,"Van Winkle 12 Year Special Reserve Lot ""B""",750,,45.2,Bourbon,370.0,100061.0,799.99,736.03,1026.64,5024,1084,1857,2083,73
4448.jpg,4448,4448,True,"[4448, 409, 4598, 158, 21106]",True,0.0,Weller Single Barrel,750,,48.5,Bourbon,156.0,100087.0,55.95,252.98,748.99,6456,2946,2069,1441,56
17211.jpg,17211,17211,True,"[17211, 2769, 2803, 873, 17898]",True,0.0,Blue Note Juke Joint Whiskey Uncut Unfiltered,750,122.0,61.0,Bourbon,3068.0,200.0,49.99,61.86,55.33,1852,215,320,1317,214
2993.jpg,2993,2993,True,"[2993, 18356, 18042, 17802, 21106]",True,0.0,Stagg Jr.,750,134.4,67.2,Bourbon,3640.0,100027.0,49.46,147.92,172.99,23209,6685,10765,5759,8
16682.jpg,16682,16682,True,"[16682, 16681, 12843, 17223, 3672]",True,0.0,Blanton's Red,750,93.0,46.5,Bourbon,10.0,100033.0,199.99,294.86,349.59,2317,1032,492,793,164
13089.jpg,13089,13089,True,"[13089, 20691, 144, 48300, 2706]",True,0.0,Elijah Craig Toasted Barrel,750,,47.0,Bourbon,430.0,100094.0,49.72,74.17,82.99,17328,2058,4696,10574,13
3454.jpg,3454,3454,True,"[3454, 22361, 18712, 18233, 33325]",True,0.0,Elijah Craig Straight Rye Whiskey,750,94.0,47.0,Rye,2.0,200.0,32.3,40.84,33.54,1710,92,427,1191,239
17210.jpg,17210,17210,True,"[17210, 17951, 19811, 17446, 19790]",True,0.0,Penelope Toasted Series,750,112.0,56.0,Bourbon,2817.0,200.0,69.97,89.16,94.99,2082,200,447,1435,179
7140.jpg,7140,7140,True,"[7140, 18508, 16484, 41273, 269]",True,0.0,Buffalo Trace Bourbon Cream,750,30.0,15.0,Liqueurs,245.0,200.0,20.97,36.72,28.99,3357,140,729,2488,117
2428.jpg,2428,2428,True,"[2428, 15967, 3213, 2019, 18718]",True,0.0,Bib & Tucker 6 Year Small Batch Bourbon,750,92.0,46.0,Bourbon,799.0,200.0,51.08,82.62,56.99,1537,134,411,992,263
2831.jpg,2831,2831,True,"[2831, 966, 17264, 16486, 18042]",True,0.0,New Riff Bourbon,750,100.0,50.0,Bourbon,254.0,1700.0,39.98,62.23,54.99,2512,474,631,1407,154
17358.jpg,17358,17358,True,"[17358, 46347, 18184, 18185, 4299]",True,0.0,Jack Daniel's Coy Hill Single Barrel,750,148.0,74.0,Whiskey,231.0,1996.0,69.99,276.99,572.89,3855,1352,1960,543,97
5151.jpg,5151,5151,True,"[5151, 3000, 15965, 1736, 4496]",True,0.0,Bulleit 12 Year Rye,750,92.0,46.0,Rye,415.0,100026.0,51.63,70.95,55.97,821,150,177,494,464
16078.jpg,16078,16078,True,"[16078, 33209, 1636, 1297, 1821]",True,0.0,Russell's Reserve 13 Years Bourbon,750,114.8,57.4,Bourbon,496.0,100064.0,109.97,246.23,264.99,7586,2297,2707,2582,41
16050.jpg,16050,16050,True,"[16050, 17040, 18439, 281, 18440]",True,0.0,Garrison Brothers Balmorhea Bourbon,750,115.0,57.5,Bourbon,3880.0,200.0,168.16,186.15,185.83,969,125,296,548,408
2833.jpg,2833,3958,False,"[3958, 2833, 5120, 4739, 15987]",True,0.0,Basil Hayden's Bourbon,375,80.0,40.0,Bourbon,330.0,80.0,21.92,41.74,24.05,1024,63,292,669,386
17399.jpg,17399,17399,True,"[17399, 17378, 144, 13089, 48300]",True,0.0,Elijah Craig Barrel Proof Batch A121,750,124.0,62.0,Bourbon,2.0,1200.0,69.97,86.86,117.86,958,110,246,602,414
17164.jpg,17164,17164,True,"[17164, 1586, 18104, 4589, 40819]",True,0.0,Widow Jane Lucky Thirteen,750,99.0,49.5,Bourbon,295.0,200.0,90.0,132.77,126.83,1489,185,434,870,272
17158.jpg,17158,17158,True,"[17158, 1924, 3616, 477, 2769]",True,0.0,Blue Note Crossroads,750,100.0,50.0,Bourbon,3068.0,200.0,40.99,55.93,44.16,1030,94,285,651,381
43333.jpg,43333,43333,True,"[43333, 3775, 3694, 4742, 1800]",True,0.0,Shenks Homstead Sour Mash Whiskey - 2024 Release,750,91.2,45.6,Whiskey,3854.0,100034.0,169.0,224.96,209.99,947,118,194,635,423
17776.jpg,17776,17776,True,"[17776, 34570, 13347, 17138, 19720]",True,0.0,Green River Bourbon DSP-KY-10,750,90.0,45.0,Bourbon,3445.0,600.0,34.99,47.06,34.99,1666,208,428,1030,245
3867.jpg,3867,14147,False,"[14147, 164, 3867, 17223, 159]",True,0.0,Blanton's,50,93.0,46.5,Bourbon,10.0,,8.81,18.72,44.19,1439,106,372,961,280
17951.jpg,17951,17951,True,"[17951, 17210, 19790, 19811, 17446]",True,0.0,Penelope Architect,750,104.0,52.0,Bourbon,2817.0,100030.0,62.48,87.86,66.0,4794,404,1100,3290,75
1533.jpg,1533,1533,True,"[1533, 2034, 803, 3123, 5208]",True,0.0,J.T.S. Brown BIB Bourbon,750,100.0,50.0,Bourbon,4310.0,200.0,14.31,17.8,16.82,783,111,195,477,478
11663.jpg,11663,11663,True,"[11663, 12902, 363, 1641, 19529]",True,0.0,Clase Azul Reposado,750,80.0,40.0,Tequila,1344.0,200.0,122.7,194.98,181.7,952,110,299,543,420
41054.jpg,41054,41054,True,"[41054, 39943, 3793, 5196, 1355]",True,0.0,Heaven Hill: Grain to Glass - Wheated Bourbon,750,121.0,60.5,Bourbon,430.0,100051.0,99.0,118.93,178.73,1031,215,253,563,380
19559.jpg,19559,19559,True,"[19559, 19555, 19569, 17389, 17221]",True,0.0,Redwood Empire Pipe Dream Cask Strength,750,117.0,58.5,Bourbon,445.0,100031.0,70.0,103.14,75.89,1977,305,424,1248,194
1269.jpg,1269,1269,True,"[1269, 15345, 21106, 18767, 786]",True,0.0,Maker's Mark 46,750,94.0,47.0,Bourbon,333.0,100027.0,25.99,42.09,36.66,4699,595,1137,2967,78
1282.jpg,1282,1282,True,"[1282, 13891, 44955, 18042, 17802]",True,0.0,Willett Family Estate Small Batch Rye 4 Year,750,110.0,55.0,Rye,2986.0,100049.0,60.58,89.01,93.69,7534,595,2011,4928,43
1296.jpg,1296,1296,True,"[1296, 2353, 2533, 2973, 13584]",True,0.0,Knob Creek 12 Year,750,,50.0,Bourbon,189.0,100113.0,61.99,86.81,91.29,13625,1444,3547,8634,17
16681.jpg,16681,16681,True,"[16681, 16682, 17223, 3672, 159]",True,0.0,Blanton's Black,750,80.0,40.0,Bourbon,10.0,100033.0,199.99,294.28,224.73,3654,1729,848,1077,103
16680.jpg,16680,16680,True,"[16680, 19556, 2193, 413, 38465]",True,0.0,Evan Williams 12 Year Red Label,750,101.0,50.5,Bourbon,167.0,200.0,130.0,156.12,165.74,1191,167,386,638,323
1297.jpg,1297,1297,True,"[1297, 3518, 1522, 1821, 33209]",True,0.0,Russell's Reserve 6 Years Rye,750,90.0,45.0,Rye,496.0,200.0,41.26,48.3,48.16,854,90,186,578,450
21010.jpg,21010,21010,True,"[21010, 17181, 20831, 20005, 18939]",True,0.0,Booker’s Bourbon 2023-04 - The Storyteller Batch,750,127.0,63.5,Bourbon,647.0,,109.0,143.81,121.21,1845,54,450,1341,215
4476.jpg,4476,4476,True,"[4476, 4576, 3838, 5194, 633]",True,0.0,Michter's Toasted Barrel Strength Rye Whiskey,750,120.0,60.0,Rye,405.0,200.0,62.66,93.42,138.83,1384,442,434,508,287
17213.jpg,17213,17213,True,"[17213, 2685, 18084, 966, 3671]",True,0.0,Blue Run High Rye Bourbon,750,111.0,55.5,Bourbon,2820.0,1600.0,97.47,140.59,109.99,2048,248,557,1243,182
14242.jpg,14242,14242,True,"[14242, 4708, 21257, 21106, 2969]",True,0.0,Wild Turkey 101 Rye,750,101.0,50.5,Rye,191.0,200.0,26.97,27.71,27.99,782,55,193,534,480
1730.jpg,1730,1730,True,"[1730, 16674, 269, 19223, 3956]",True,0.0,Old Fitzgerald 15 Year,750,100.0,50.0,Bourbon,234.0,1700.0,149.97,290.14,583.0,888,651,158,79,439
3655.jpg,3655,3655,True,"[3655, 3755, 3672, 18440, 20789]",True,0.0,Angel's Envy,750,,43.3,Bourbon,96.0,100062.0,49.2,69.02,36.7,8236,750,2019,5467,31
42831.jpg,42831,42831,True,"[42831, 3694, 3562, 1800, 43333]",True,0.0,Bomberger’s Declaration 2024 Release,750,108.0,54.0,,,,,212.8,268.74,775,131,153,491,489
1693.jpg,1693,1693,True,"[1693, 5208, 4662, 11035, 263]",True,0.0,Very Old Barton 6 Year 100 Proof,750,100.0,50.0,Bourbon,250.0,200.0,13.95,16.98,18.58,917,101,204,612,433
2371.jpg,2371,2371,True,"[2371, 1211, 4742, 3775, 1533]",True,0.0,Old Grand Dad,750,80.0,40.0,Bourbon,793.0,1880.0,17.79,21.21,26.66,774,118,243,413,485
18530.jpg,18530,18530,True,"[18530, 2973, 2086, 1786, 15966]",True,0.0,Knob Creek 18 Year Limited Edition,750,100.0,50.0,Bourbon,189.0,100060.0,163.31,227.89,254.14,4675,559,1411,2705,79
893.jpg,893,893,True,"[893, 3142, 2769, 2193, 1355]",True,0.0,Old Forester 86 Proof,750,,43.0,Bourbon,152.0,100031.0,21.25,34.71,22.99,2343,346,889,1108,162
3286.jpg,3286,3286,True,"[3286, 993, 3793, 2147, 5196]",True,0.0,High West Double Rye,750,92.0,46.0,Rye,350.0,200.0,37.38,44.45,40.8,1780,137,391,1252,226
13667.jpg,13667,13667,True,"[13667, 145, 678, 18883, 15965]",True,0.0,Barrell Dovetail,750,125.2,62.6,Whiskey,146.0,200.0,87.46,89.05,87.66,1234,132,349,753,312
4255.jpg,4255,4255,True,"[4255, 17358, 46347, 4299, 18185]",True,0.0,Blade and Bow Bourbon,750,91.0,45.5,Bourbon,674.0,100053.0,48.82,72.02,50.79,6221,531,1545,4145,59
17356.jpg,17356,17356,True,"[17356, 17089, 20014, 18768, 18767]",True,0.0,Woodford Reserve Five-Malt Stouted Mash - 2021,750,,45.2,Bourbon,2004.0,200.0,129.99,144.78,189.16,789,73,277,439,476
34570.jpg,34570,34570,True,"[34570, 13347, 20519, 4299, 17358]",True,0.0,Green River Full Proof,750,117.3,58.65,Bourbon,3445.0,100049.0,50.0,67.46,52.82,1459,272,266,921,275
2803.jpg,2803,2803,True,"[2803, 873, 17898, 1586, 18104]",True,0.0,Weller Special Reserve,750,,45.0,Bourbon,156.0,100328.0,29.49,58.63,64.99,39429,3810,9769,25850,6
19151.jpg,19151,19151,True,"[19151, 53003, 21024, 41273, 19879]",True,0.0,Stagg - Batch #18,750,131.0,65.5,Bourbon,3640.0,200.0,70.0,345.56,412.45,1815,87,584,1144,221
17632.jpg,17632,17632,True,"[17632, 14303, 17378, 2969, 17309]",True,0.0,Elijah Craig Barrel Proof Batch A122,750,121.0,60.5,Bourbon,2.0,1200.0,69.97,127.1,90.02,2292,214,602,1476,166
16458.jpg,16458,16458,True,"[16458, 17894, 20519, 17214, 17358]",True,0.0,Castle & Key Restoration Rye,750,103.0,51.5,Rye,2983.0,600.0,42.99,44.06,47.26,831,49,195,587,459
281.jpg,281,281,True,"[281, 4496, 355, 2533, 16050]",True,0.0,Jefferson's Ocean Aged At Sea Voyage 17,750,90.0,45.0,Bourbon,232.0,200.0,50.24,64.63,56.27,1344,275,34,1035,294
48295.jpg,48295,48295,True,"[48295, 17181, 18939, 17101, 18354]",True,0.0,Booker’s Bourbon 2024-03,750,130.3,65.15,Bourbon,647.0,100038.0,99.99,135.62,114.99,973,86,193,694,406
19555.jpg,19555,19555,True,"[19555, 19569, 17221, 19559, 17389]",True,0.0,Redwood Empire Emerald Giant Cask Strength,750,117.0,58.5,Rye,445.0,200.0,70.0,81.07,78.59,821,114,160,547,464
19569.jpg,19569,19569,True,"[19569, 19555, 17221, 17389, 19559]",True,0.0,Redwood Empire Lost Monarch Cask Strength,750,117.0,58.5,Whiskey,445.0,200.0,70.0,86.22,79.58,867,116,174,577,447
3300.jpg,3300,3300,True,"[3300, 1800, 3694, 3562, 1211]",True,0.0,Pappy Van Winkle 15 Year Family Reserve,750,,53.5,Bourbon,370.0,100067.0,131.64,709.41,1617.37,7110,3453,2592,1065,48
726.jpg,726,726,True,"[726, 3181, 15345, 542, 18440]",True,0.0,Macallan 12 Year Double Cask,750,86.0,43.0,Scotch,275.0,200.0,64.77,92.88,78.49,993,86,267,640,396
